0.900697,0.067849,0.09005,1.613712,2.875241,0.074698,,
1.022119,0.054312,-0.022909,-3.646725,1.414014,3.37923,,ƒ¿x=5.5716
1.006942,0.005964,-0.004082,0.210929,-4.917966,-5.873459,,ƒ¿y=7.7383
1.020222,0.000163,-0.007848,1.964408,3.362316,-7.195272,,ƒ¿z=10.500
1.044886,0.027237,-0.083154,2.6658,-7.353343,-4.551647,,
0.987969,0.092989,0.041101,0.210929,-0.534287,11.310107,,
1.096111,0.063981,0.084402,0.561625,-2.482589,1.396511,,
0.993661,0.096857,0.012862,-1.191854,3.362316,-6.534366,,
1.020222,0.056246,0.003448,2.315104,4.336467,8.005575,,
1.010736,0.038841,0.041101,-1.54255,-1.995513,6.022856,,
1.044886,0.023369,-0.024791,0.91232,0.926939,1.396511,,
1.037297,0.065915,0.016627,-0.139767,3.362316,-1.247115,,
0.950025,0.04851,-0.004082,5.822062,4.823542,0.735604,,
0.982278,0.054312,-0.0022,2.315104,6.771844,-1.247115,,
0.976586,0.04851,0.022275,-2.594638,3.362316,-4.551647,,
0.942436,0.033039,0.005331,1.964408,-5.405041,1.396511,,
1.018325,0.112328,0.031688,3.717887,-2.482589,2.057417,,
0.984175,0.060113,-0.0022,4.068583,-1.021363,0.735604,,
0.993661,0.056246,0.031688,3.016495,1.414014,6.022856,,
0.950025,0.065915,0.016627,0.210929,-4.917966,7.344668,,
0.925361,0.085254,-0.053031,3.367191,0.926939,3.37923,,
1.058167,0.027237,-0.071858,1.964408,-3.943815,2.718324,,
1.018325,0.038841,-0.036087,0.210929,-1.508438,4.040136,,
0.986072,0.065915,-0.07374,2.315104,1.90109,-0.586208,,
0.987969,0.067849,-0.013496,-2.594638,4.336467,-5.212553,,
0.908286,0.038841,-0.103863,5.12067,-1.021363,1.396511,,
1.010736,0.038841,0.041101,1.964408,2.388165,-3.89074,,
0.978483,0.031105,-0.058679,-1.54255,-3.45674,6.683762,,
1.024017,0.089122,-0.011613,-1.191854,-1.995513,-9.177991,,
1.031605,-0.007573,0.029805,-0.139767,1.90109,8.005575,,
0.904491,0.000163,0.052397,-1.893246,-3.45674,0.735604,,
1.006942,0.065915,0.014744,3.016495,-5.405041,6.022856,,
1.020222,0.089122,-0.004082,4.419279,-4.917966,-0.586208,,
1.012633,0.062047,0.08252,3.367191,2.875241,4.040136,,
0.891211,0.033039,0.080637,-1.893246,-4.917966,-3.229834,,
1.016428,0.042708,-0.013496,-1.893246,-2.482589,-1.908021,,
1.018325,0.004031,0.056162,3.016495,-2.482589,2.718324,,
0.961408,-0.011441,-0.007848,-0.139767,8.720146,-0.586208,,
1.010736,0.0137,-0.032322,-0.139767,-5.405041,-3.89074,,
1.050578,0.073651,0.074989,-8.205771,0.439864,1.396511,,
1.033503,0.069783,-0.022909,4.419279,-3.943815,2.718324,,
0.997455,0.015634,0.020392,3.016495,-0.047212,2.718324,,
1.00125,0.009832,0.029805,-4.348117,0.926939,5.361949,,
1.006942,0.069783,0.020392,-1.191854,-6.866268,-3.229834,,
0.968997,-0.011441,-0.005965,2.6658,-1.021363,6.022856,,
0.970894,0.004031,0.005331,-1.54255,-0.534287,2.057417,,
0.991764,0.098791,-0.005965,-0.139767,0.926939,1.396511,,
1.039194,0.015634,0.020392,-0.841159,-0.534287,-3.89074,,
0.993661,0.044642,-0.021026,5.822062,-2.482589,2.057417,,
1.012633,0.075584,0.039219,0.91232,0.439864,6.022856,,
1.00125,0.046576,0.005331,-2.243942,1.414014,4.701043,,
1.00125,0.106527,0.050515,3.016495,4.336467,-4.551647,,
0.98038,0.058179,-0.00973,2.6658,-11.737022,-2.568928,,
0.940539,0.063981,0.056162,-6.101596,0.926939,-3.229834,,
1.020222,0.08332,-0.021026,0.561625,-5.892117,-4.551647,,
0.976586,0.031105,-0.034205,5.822062,-1.508438,0.074698,,
1.022119,0.056246,0.014744,3.367191,-4.917966,9.327387,,
1.01453,0.052378,0.037336,-4.698812,1.414014,6.683762,,
0.934847,-0.032713,-0.039853,1.263016,-5.405041,-6.534366,,
0.948127,0.081386,-0.005965,1.964408,-3.943815,-3.229834,,
1.012633,0.0137,0.058045,-0.139767,-2.969664,-0.586208,,
1.003147,0.094923,0.007214,3.717887,3.362316,-7.856179,,
1.037297,0.087188,-0.026674,1.964408,4.823542,-1.247115,,
0.995558,0.027237,0.014744,0.561625,1.414014,0.735604,,
0.9671,-0.011441,0.014744,4.769974,-1.021363,-9.177991,,
0.9671,0.007898,-0.054914,3.016495,2.388165,4.040136,,
1.01453,0.056246,-0.017261,7.575541,0.439864,8.666481,,
1.01453,0.054312,-0.000317,0.91232,0.926939,3.37923,,
0.986072,-0.001771,-0.028557,-0.490463,-1.995513,-3.89074,,
1.0354,-0.019176,-0.036087,5.12067,-6.379192,5.361949,,
0.961408,0.077518,-0.051149,0.210929,-0.534287,3.37923,,
1.031605,0.029171,-0.034205,3.367191,7.258919,-1.247115,,
1.006942,-0.019176,-0.034205,3.016495,7.258919,-1.908021,,
0.997455,0.007898,-0.022909,-3.646725,9.694297,4.040136,,
1.039194,0.087188,-0.036087,-0.841159,-1.995513,6.022856,,
0.948127,0.052378,-0.021026,-1.191854,-4.917966,0.735604,,
0.9671,0.004031,0.065576,1.964408,-5.405041,-1.247115,,
1.025914,-0.059788,-0.00973,0.210929,-2.969664,9.327387,,
1.00125,0.015634,-0.026674,2.315104,-4.430891,1.396511,,
0.927258,0.004031,-0.088802,-0.139767,4.823542,3.37923,,
0.974689,0.052378,-0.005965,-3.646725,-0.047212,9.327387,,
1.018325,0.015634,-0.019144,1.613712,-1.021363,-2.568928,,
0.940539,0.021436,-0.030439,0.561625,-2.969664,13.292826,,
1.012633,-0.007573,-0.024791,-0.139767,-2.482589,3.37923,,
0.896902,-0.001771,0.037336,-1.191854,6.284769,6.022856,,
0.968997,0.085254,0.06181,0.210929,1.414014,-5.212553,,
0.925361,-0.003705,-0.039853,5.471366,0.439864,8.005575,,
0.993661,0.017568,-0.028557,-2.243942,4.823542,-3.89074,,
1.086625,0.052378,0.005331,-1.54255,-1.995513,1.396511,,
0.942436,-0.023044,-0.013496,-0.490463,-1.995513,0.735604,,
1.024017,0.023369,-0.075623,-3.646725,-1.995513,-0.586208,,
1.00125,-0.015308,0.056162,4.419279,-8.327494,2.057417,,
0.959511,0.023369,-0.026674,-1.893246,-3.943815,2.718324,,
0.987969,0.085254,-0.026674,-4.698812,-3.943815,5.361949,,
1.077139,0.009832,0.058045,3.717887,3.849392,4.701043,,
0.987969,0.033039,0.024157,-2.594638,-6.379192,2.057417,,
0.995558,0.071717,0.022275,0.561625,-1.995513,0.735604,,
1.016428,0.029171,0.05428,-0.490463,2.875241,-8.517085,,
0.910183,0.062047,0.014744,1.964408,-4.430891,-6.534366,,
1.003147,0.062047,0.039219,-0.139767,3.849392,9.988294,,
0.955716,0.038841,-0.0022,3.367191,0.439864,2.718324,,
0.978483,-0.003705,-0.004082,4.068583,5.310618,0.074698,,
1.00125,0.015634,0.073106,2.315104,0.439864,8.005575,,
0.974689,0.069783,-0.028557,-1.893246,0.926939,-3.89074,,
0.950025,-0.019176,-0.000317,2.6658,1.90109,-3.89074,,
1.020222,0.077518,0.056162,-0.139767,2.875241,2.718324,,
0.961408,0.033039,-0.013496,-1.191854,0.439864,-5.212553,,
1.00125,0.025303,0.007214,3.016495,5.797693,0.074698,,
0.987969,0.044642,-0.06621,1.964408,4.823542,4.040136,,
1.018325,-0.024978,0.031688,3.717887,-3.943815,-9.177991,,
0.953819,0.04851,-0.043618,-0.139767,-0.534287,6.683762,,
1.010736,0.042708,0.029805,0.91232,5.310618,4.040136,,
