0.010898,1.011586,0.007214,-336.409934,-325.583658,-335.339895,,,
-0.047916,1.131487,-0.004082,-337.102312,-325.583658,-335.843442,,x,-337.3100252
-0.036533,1.071537,0.02604,-337.354086,-325.457771,-336.284047,,y,-325.3759442
-0.040328,1.003851,-0.024791,-337.165255,-325.08011,-336.15816,,z,-335.9410049
-0.023252,1.019322,0.001566,-336.976425,-324.765393,-336.284047,,,
0.06402,1.063801,-0.06621,-337.291142,-325.646601,-336.284047,,,
-0.019458,1.019322,-0.024791,-337.605859,-326.087205,-335.591669,,,
0.003309,1.036727,-0.011613,-337.417029,-325.583658,-335.402838,,,
-0.0593,1.08314,-0.086919,-336.976425,-325.143053,-335.969329,,,
0.058328,1.056066,-0.064327,-337.542916,-324.828336,-336.661707,,,
0.003309,1.040595,-0.07374,-337.605859,-326.150149,-335.717556,,,
-0.02515,1.075405,0.014744,-336.409934,-325.26894,-335.780499,,,
0.06402,0.970975,0.041101,-336.976425,-324.702449,-336.095216,,,
-0.013766,1.056066,-0.005965,-337.102312,-325.26894,-336.535821,,,
0.003309,0.990314,-0.064327,-337.605859,-325.583658,-335.969329,,,
0.04315,0.999983,-0.047383,-337.417029,-325.08011,-335.780499,,,
0.045048,0.941966,-0.017261,-337.668803,-325.017166,-335.906386,,,
-0.028944,1.077339,-0.021026,-338.046464,-325.205997,-335.528725,,,
-0.057403,0.95357,0.024157,-337.542916,-325.961318,-335.654612,,,
-0.030841,0.97871,-0.0022,-337.98352,-325.520714,-336.032273,,,
-0.011869,1.015454,-0.069975,-336.598764,-325.394827,-336.095216,,,
0.009,1.059934,-0.013496,-336.976425,-325.583658,-334.836347,,,
-0.049814,1.034793,-0.00973,-336.787594,-325.583658,-335.843442,,,
-0.015664,0.986446,-0.092567,-337.920577,-324.891279,-335.843442,,,
-0.002383,1.034793,-0.034205,-337.857633,-325.017166,-335.591669,,,
-0.07258,1.011586,-0.028557,-336.661707,-326.90547,-336.787594,,,
-0.013766,1.046396,-0.122689,-338.172351,-325.898375,-335.717556,,,
0.048842,1.027057,0.009096,-337.354086,-326.024262,-335.906386,,,
0.022281,1.038661,-0.019144,-337.731746,-325.772488,-335.402838,,,
-0.055505,1.040595,-0.034205,-337.731746,-325.646601,-335.717556,,,
0.046945,0.974842,-0.047383,-337.291142,-325.26894,-335.402838,,,
-0.006177,1.098611,-0.024791,-336.661707,-325.646601,-335.591669,,,
0.020384,1.030925,-0.017261,-337.291142,-325.331884,-335.528725,,,
0.020384,0.972909,0.033571,-337.228199,-325.583658,-335.906386,,,
0.012795,0.945834,-0.079388,-337.102312,-326.653696,-336.472877,,,
0.009,1.030925,0.010979,-337.605859,-325.457771,-335.654612,,,
-0.008075,1.009652,0.042984,-337.668803,-325.457771,-335.969329,,,
-0.040328,1.050264,-0.026674,-337.354086,-325.709545,-336.535821,,,
0.010898,1.102479,-0.021026,-336.661707,-325.205997,-335.780499,,,
-0.021355,1.098611,-0.045501,-336.913481,-325.583658,-335.906386,,,
-0.064991,1.01352,0.001566,-336.976425,-325.835431,-335.654612,,,
-0.013766,0.938099,0.003448,-337.291142,-324.702449,-335.843442,,,
0.009,1.069603,0.02604,-336.535821,-325.835431,-335.717556,,,
0.056431,1.009652,-0.028557,-337.102312,-325.331884,-336.535821,,,
-0.021355,0.940032,-0.045501,-337.039368,-325.08011,-335.780499,,,
-0.021355,1.114082,0.06181,-337.354086,-325.26894,-335.843442,,,
0.020384,1.027057,0.001566,-337.668803,-325.709545,-336.472877,,,
0.031767,1.021256,-0.126455,-337.542916,-325.835431,-335.465782,,,
-0.02515,1.028991,0.027923,-336.787594,-325.331884,-335.465782,,,
0.009,1.104413,0.005331,-338.109407,-325.709545,-335.591669,,,
-0.008075,0.90909,-0.028557,-337.731746,-325.331884,-335.591669,,,
-0.019458,1.056066,-0.021026,-337.039368,-324.702449,-335.528725,,,
-0.070683,1.017388,-0.047383,-337.857633,-324.891279,-335.717556,,,
-0.032739,1.005785,0.010979,-337.542916,-326.213092,-335.780499,,,
0.018487,0.998049,-0.053031,-337.605859,-325.835431,-335.843442,,,
-0.021355,1.052198,-0.0022,-337.228199,-325.143053,-335.591669,,,
0.037459,1.032859,-0.019144,-337.354086,-325.520714,-336.032273,,,
-0.013766,1.025124,-0.017261,-337.417029,-325.898375,-336.032273,,,
-0.042225,1.019322,-0.000317,-336.724651,-324.702449,-336.409934,,,
0.016589,0.959371,-0.085036,-336.284047,-324.576562,-336.661707,,,
-0.000486,1.034793,0.041101,-337.039368,-325.26894,-336.661707,,,
-0.047916,1.030925,-0.039853,-337.039368,-325.583658,-335.528725,,,
-0.002383,1.005785,0.012862,-337.291142,-325.835431,-335.843442,,,
0.012795,1.032859,-0.004082,-337.668803,-325.26894,-335.402838,,,
-0.017561,1.058,0.001566,-337.857633,-325.331884,-335.276951,,,
-0.023252,1.028991,0.022275,-337.165255,-325.394827,-336.15816,,,
0.027973,1.034793,-0.06621,-337.291142,-325.331884,-335.088121,,,
-0.008075,1.025124,-0.034205,-337.291142,-325.331884,-336.032273,,,
0.001411,0.965173,-0.058679,-336.661707,-325.772488,-335.780499,,,
0.065917,0.992247,-0.011613,-337.731746,-324.387732,-335.906386,,,
-0.00428,1.001917,-0.049266,-337.291142,-324.324788,-336.032273,,,
-0.017561,1.036727,0.003448,-336.472877,-325.709545,-336.221103,,,
-0.066889,1.106347,-0.051149,-337.920577,-325.898375,-335.906386,,,
-0.036533,1.032859,-0.032322,-337.542916,-325.709545,-336.472877,,,
0.077301,0.974842,-0.019144,-337.731746,-325.331884,-335.843442,,,
-0.040328,1.061867,-0.07374,-337.542916,-325.961318,-335.591669,,,
-0.017561,1.100545,-0.039853,-337.605859,-325.835431,-335.591669,,,
-0.102936,1.034793,-0.013496,-336.724651,-324.828336,-336.535821,,,
0.039356,1.133421,-0.021026,-336.221103,-325.709545,-335.591669,,,
0.012795,1.056066,-0.041735,-338.109407,-325.331884,-335.843442,,,
-0.027047,1.050264,-0.028557,-336.724651,-325.835431,-336.472877,,,
-0.011869,0.97871,-0.053031,-337.668803,-324.891279,-336.598764,,,
